###P-M.dat######
################
## I ### B #####
################
1 0.10 0.13
2 0.20 0.25
3 0.30 0.39
4 0.40 0.49
5 0.50 0.61
6 0.60 0.74
7 0.70 0.84
8 0.80 0.98
9 0.90 1.08
10 1.0 1.21
11 1.1 1.33
12 1.2 1.43
13 1.3 1.56
14 1.4 1.68
15 1.5 1.82
